Date;CET Time;Raw Time;Latitude;Longitude;Altitude;Sats;Sat Speed;Precision
61120;16:01:13;15011300;48.229.448;16.371.789;183.20;5;13.890;02.Aug
61120;16:01:18;15011800;48.229.534;16.371.746;180.90;5;13.890;Mar.98
61120;16:01:23;15012300;48.229.572;16.371.663;179.50;5;30.002;Mar.97
61120;16:01:28;15012800;48.229.597;16.371.566;179.90;4;13.334;Mar.95
61120;16:01:33;15013300;48.229.633;16.371.500;177.80;5;0.9445;Mar.94
61120;16:01:38;15013800;48.229.675;16.371.378;182.30;5;13.149;02.Aug
61120;16:01:43;15014300;48.229.681;16.371.349;181.70;5;30.373;02.Aug
61120;16:01:48;15014800;48.229.687;16.371.375;181.70;5;30.188;02.Aug
61120;16:01:53;15015300;48.229.710;16.371.358;182.40;5;14.075;02.Jul
61120;16:01:58;15015800;48.229.702;16.371.335;181.50;5;10.742;02.Jul
61120;16:02:03;15020300;48.229.668;16.371.342;178.10;4;0.4815;Feb.21
61120;16:02:08;15020800;48.229.623;16.371.313;172.60;5;10.186;02.Jul
61120;16:02:13;15021300;48.229.559;16.371.287;163.40;5;21.668;Mar.83
61120;16:02:18;15021800;48.229.530;16.371.315;155.10;5;29.262;02.Jul
61120;16:02:23;15022300;48.229.490;16.371.309;146.70;5;0.5926;02.Jul
61120;16:02:28;15022800;48.229.454;16.371.275;137.60;5;0.3704;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:02:33;15023300;48.229.406;16.371.234;128.40;5;0.6297;02.Jul
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:03:16;15031600;48.230.010;16.371.512;157.20;5;31.299;02.Jun
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:04:50;15045000;48.230.598;16.373.118;188.80;5;0.8334;02.Apr
61120;16:06:13;15061300;48.229.241;16.373.863;181.10;4;113.342;Mar.31
61120;16:06:18;15061800;48.229.260;16.373.772;180.80;3;68.339;Jun.80
61120;16:06:18;15061800;48.229.260;16.373.772;180.80;3;68.339;Jun.80
61120;16:06:18;15061800;48.229.260;16.373.772;180.80;3;68.339;Jun.80
61120;16:06:18;15061800;48.229.260;16.373.772;180.80;3;68.339;Jun.80
61120;16:06:18;15061800;48.229.260;16.373.772;180.80;3;68.339;Jun.80
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:06:40;15064000;48.230.204;16.373.359;181.30;5;68.339;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:18;15071800;48.230.475;16.373.299;182.40;5;36.299;02.Feb
61120;16:07:52;15075200;48.230.606;16.373.506;182.90;4;0.8704;Mar.14
61120;16:07:52;15075200;48.230.606;16.373.506;182.90;4;0.8704;Mar.14
61120;16:07:52;15075200;48.230.606;16.373.506;182.90;4;0.8704;Mar.14
61120;16:07:52;15075200;48.230.606;16.373.506;182.90;4;0.8704;Mar.14
61120;16:07:52;15075200;48.230.606;16.373.506;182.90;4;0.8704;Mar.14
61120;16:08:14;15081400;48.230.642;16.373.630;182.90;4;0.2222;Mar.14
61120;16:08:19;15081900;48.230.644;16.373.654;182.90;4;12.038;Mar.14
61120;16:08:24;15082400;48.230.629;16.373.717;182.90;4;25.187;Mar.14
61120;16:08:29;15082900;48.230.669;16.373.799;182.90;4;48.708;Mar.14
61120;16:08:34;15083400;48.230.687;16.373.891;182.90;4;31.854;Mar.14
61120;16:08:39;15083900;48.230.687;16.373.946;182.90;4;33.336;Mar.14
61120;16:08:39;15083900;48.230.687;16.373.946;182.90;4;33.336;Mar.14
61120;16:08:49;15084900;48.230.756;16.374.073;182.90;4;40.929;Mar.14
61120;16:08:54;15085400;48.230.750;16.374.101;182.90;4;0.5556;Mar.14
61120;16:09:02;15090200;48.230.742;16.374.137;174.70;5;0.9260;Feb.86
61120;16:09:04;15090400;48.230.740;16.374.144;174.70;5;0.9260;Feb.86
61120;16:09:09;15090900;48.230.815;16.374.139;174.70;5;12.223;Feb.86
61120;16:09:14;15091400;48.230.813;16.374.146;174.70;5;0.3519;Feb.86
61120;16:09:19;15091900;48.230.802;16.374.163;174.70;5;0.8519;Feb.86
61120;16:09:26;15092600;48.230.808;16.374.236;171.40;6;36.484;Jan.56
61120;16:09:29;15092900;48.230.839;16.374.279;171.40;6;39.077;Jan.56
61120;16:09:34;15093400;48.230.877;16.374.340;171.40;6;21.854;Jan.56
61120;16:09:39;15093900;48.230.904;16.374.387;171.40;6;35.003;Jan.56
61120;16:09:44;15094400;48.230.901;16.374.467;171.40;6;22.965;Jan.56
61120;16:09:49;15094900;48.230.928;16.374.558;171.40;6;44.263;Jan.56
61120;16:09:54;15095400;48.230.997;16.374.552;171.40;6;56.671;Jan.56
61120;16:09:59;15095900;48.231.030;16.374.619;171.40;6;60.746;Jan.56
61120;16:10:04;15100400;48.231.064;16.374.702;171.40;6;31.114;Jan.56
61120;16:10:09;15100900;48.231.073;16.374.785;171.40;6;23.706;Jan.56
61120;16:10:14;15101400;48.231.049;16.374.883;171.40;6;35.744;Jan.56
61120;16:10:19;15101900;48.230.990;16.374.963;171.40;6;36.299;Jan.56
61120;16:10:27;15102700;48.230.933;16.375.113;169.70;6;34.447;Jan.56
61120;16:10:29;15102900;48.230.924;16.375.133;169.70;6;22.780;Jan.56
61120;16:10:34;15103400;48.230.870;16.375.189;169.70;6;35.558;Jan.56
61120;16:10:39;15103900;48.230.820;16.375.223;169.70;6;25.372;Jan.56
61120;16:10:44;15104400;48.230.724;16.375.346;169.70;6;41.114;Jan.56
61120;16:10:49;15104900;48.230.663;16.375.414;169.70;6;23.520;Jan.56
61120;16:10:57;15105700;48.230.563;16.375.514;178.10;6;32.780;02.Jan
61120;16:10:59;15105900;48.230.543;16.375.549;178.10;6;34.632;02.Jan
61120;16:11:04;15110400;48.230.555;16.375.551;178.10;6;15.186;02.Jan
61120;16:11:09;15110900;48.230.580;16.375.554;178.10;6;0.7593;02.Jan
61120;16:11:14;15111400;48.230.527;16.375.524;178.10;6;43.337;02.Jan
61120;16:11:19;15111900;48.230.482;16.375.448;178.10;6;57.597;02.Jan
61120;16:11:24;15112400;48.230.521;16.375.409;178.10;6;36.670;02.Jan
61120;16:11:29;15112900;48.230.661;16.375.441;178.10;6;73.339;02.Jan
61120;16:11:34;15113400;48.230.703;16.375.441;178.10;6;68.339;02.Jan
61120;16:11:39;15113900;48.230.795;16.375.279;178.10;6;58.708;02.Jan
61120;16:11:44;15114400;48.230.803;16.375.202;178.10;6;35.373;02.Jan
61120;16:11:49;15114900;48.230.825;16.375.148;178.10;6;23.891;02.Jan
61120;16:11:54;15115400;48.230.860;16.375.127;178.10;6;0.6482;02.Jan
61120;16:11:59;15115900;48.230.878;16.375.109;178.10;6;0.4445;02.Jan
61120;16:12:04;15120400;48.230.897;16.375.104;178.10;6;0.1667;02.Jan
61120;16:12:09;15120900;48.230.890;16.375.106;178.10;6;0.7593;02.Jan
61120;16:12:14;15121400;48.230.899;16.375.104;178.10;6;0.3889;02.Jan
61120;16:12:20;15122000;48.230.911;16.375.095;178.10;6;0.4260;02.Jan
61120;16:12:24;15122400;48.230.914;16.375.087;178.10;6;0.7038;02.Jan
61120;16:12:29;15122900;48.230.925;16.375.078;178.10;6;0.3519;02.Jan
61120;16:12:34;15123400;48.230.928;16.375.072;178.10;6;0.6852;02.Jan
61120;16:12:39;15123900;48.230.941;16.375.062;178.10;6;0.5371;02.Jan
61120;16:12:44;15124400;48.230.945;16.375.083;178.10;6;17.779;02.Jan
61120;16:12:54;15125400;48.230.928;16.375.182;178.10;6;36.484;02.Jan
61120;16:12:59;15125900;48.230.944;16.375.226;178.10;6;23.520;02.Jan
61120;16:13:04;15130400;48.230.934;16.375.270;178.10;6;20.187;02.Jan
61120;16:13:09;15130900;48.230.987;16.375.324;178.10;6;21.668;02.Jan
61120;16:13:12;15131200;48.230.922;16.375.385;182.10;6;48.522;Jan.55
61120;16:13:14;15131400;48.230.867;16.375.440;182.10;6;80.192;Jan.55
61120;16:13:24;15132400;48.230.643;16.375.517;182.10;6;54.264;Jan.55
61120;16:13:29;15132900;48.230.901;16.375.208;182.10;6;21.298;Jan.55
61120;16:13:34;15133400;48.230.998;16.375.118;182.10;6;25.743;Jan.55
61120;16:13:39;15133900;48.231.011;16.375.074;182.10;6;0.8704;Jan.55
61120;16:13:44;15134400;48.231.032;16.375.047;182.10;6;0.6482;Jan.55
61120;16:13:49;15134900;48.231.041;16.374.978;182.10;6;35.188;Jan.55
61120;16:13:54;15135400;48.231.038;16.374.896;182.10;6;27.780;Jan.55
61120;16:13:59;15135900;48.231.072;16.374.850;182.10;6;17.594;Jan.55
61120;16:14:04;15140400;48.231.097;16.374.832;182.10;6;25.928;Jan.55
61120;16:14:09;15140900;48.231.050;16.374.817;179.30;6;16.112;Jan.54
61120;16:14:14;15141400;48.231.057;16.374.745;179.30;6;11.112;Jan.54
61120;16:14:19;15141900;48.231.141;16.374.737;179.30;6;29.632;Jan.54
61120;16:14:24;15142400;48.231.213;16.374.737;179.30;6;33.336;Jan.54
61120;16:14:29;15142900;48.231.329;16.374.692;179.30;6;66.672;Jan.54
61120;16:14:34;15143400;48.231.377;16.374.666;179.30;6;29.817;Jan.54
61120;16:14:39;15143900;48.231.459;16.374.690;179.30;6;42.040;Jan.54
61120;16:14:44;15144400;48.231.522;16.374.718;179.30;6;26.113;Jan.54
61120;16:14:49;15144900;48.231.622;16.374.685;179.30;6;53.708;Jan.54
61120;16:14:54;15145400;48.231.691;16.374.677;179.30;6;40.559;Jan.54
61120;16:14:59;15145900;48.231.777;16.374.679;176.90;4;50.004;Feb.64
61120;16:15:04;15150400;48.231.801;16.374.683;176.90;4;23.150;Feb.64
61120;16:15:09;15150900;48.231.836;16.374.674;176.90;4;16.853;Feb.64
61120;16:15:14;15151400;48.231.856;16.374.658;176.90;4;12.408;Feb.64
61120;16:15:19;15151900;48.231.866;16.374.653;173.80;4;16.853;Feb.62
61120;16:15:24;15152400;48.231.898;16.374.659;173.80;4;31.854;Feb.62
61120;16:15:29;15152900;48.231.976;16.374.661;173.80;4;63.524;Feb.62
61120;16:15:34;15153400;48.232.018;16.374.660;173.80;4;30.188;Feb.62
61120;16:15:39;15153900;48.232.038;16.374.665;173.80;4;13.334;Feb.62
61120;16:15:44;15154400;48.232.067;16.374.678;173.80;4;20.002;Feb.62
61120;16:15:49;15154900;48.232.110;16.374.691;173.80;4;21.298;Feb.62
61120;16:15:54;15155400;48.232.193;16.374.682;173.80;4;40.188;Feb.62
61120;16:15:59;15155900;48.232.172;16.374.716;173.80;4;0.3519;Feb.62
61120;16:16:04;15160400;48.232.173;16.374.737;173.80;4;12.223;Feb.62
61120;16:16:09;15160900;48.232.177;16.374.795;173.80;4;0.3704;Feb.62
61120;16:16:14;15161400;48.232.184;16.374.897;173.80;4;0.3704;Feb.62
61120;16:16:19;15161900;48.232.181;16.374.923;168.40;6;0.5371;Jan.49
61120;16:16:24;15162400;48.232.178;16.374.934;170.40;5;0.3334;Jan.66
61120;16:16:29;15162900;48.232.179;16.374.913;174.50;7;15.557;Jan.66
61120;16:16:34;15163400;48.232.192;16.374.897;183.90;5;0.9260;Jan.61
61120;16:16:39;15163900;48.232.209;16.374.888;182.00;5;23.335;Feb.41
61120;16:16:44;15164400;48.232.211;16.374.926;185.20;6;47.596;Jan.49
61120;16:16:49;15164900;48.232.262;16.374.878;188.40;7;14.816;Jan.49
61120;16:16:54;15165400;48.232.325;16.374.752;185.50;7;33.336;Jan.50
61120;16:16:59;15165900;48.232.309;16.374.550;189.40;7;65.190;Jan.31
61120;16:17:04;15170400;48.232.302;16.374.458;193.10;7;32.780;Jan.49
61120;16:17:09;15170900;48.232.288;16.374.378;194.40;6;46.115;Jan.47
61120;16:17:14;15171400;48.232.299;16.374.234;195.00;7;91.674;Jan.50
61120;16:17:19;15171900;48.232.303;16.374.136;195.00;6;47.782;Jan.47
61120;16:17:24;15172400;48.232.298;16.374.043;196.70;7;48.152;Jan.31
61120;16:17:29;15172900;48.232.288;16.373.938;198.50;7;35.558;Jan.47
61120;16:17:34;15173400;48.232.311;16.373.872;198.10;6;32.595;Jan.47
61120;16:17:39;15173900;48.232.311;16.373.786;199.90;6;31.299;Jan.47
61120;16:17:44;15174400;48.232.300;16.373.714;201.20;5;19.076;Jan.51
61120;16:17:49;15174900;48.232.271;16.373.638;201.50;6;35.373;Jan.47
61120;16:17:54;15175400;48.232.249;16.373.592;201.90;6;0.6667;Jan.47
61120;16:17:59;15175900;48.232.195;16.373.600;198.90;6;22.594;02.Mar
61120;16:18:04;15180400;48.232.100;16.373.603;197.00;5;22.594;02.Mar
61120;16:18:09;15180900;48.232.035;16.373.612;195.80;5;22.594;Jan.51
61120;16:18:14;15181400;48.231.941;16.373.633;195.80;5;52.226;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51
61120;16:18:16;15181600;48.231.913;16.373.650;195.80;5;49.078;Jan.51